asset_id,cse_id,asset_type,criticality,business_function,environment,monitoring_status
AST-CSE-009-015,CSE-009,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-009-016,CSE-009,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-009-017,CSE-009,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-009-018,CSE-009,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-009-019,CSE-009,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-009-020,CSE-009,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-009-021,CSE-009,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-009-022,CSE-009,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-009-023,CSE-009,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-009-024,CSE-009,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-009-025,CSE-009,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-009-026,CSE-009,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-009-027,CSE-009,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-009-028,CSE-009,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-009-029,CSE-009,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-009-030,CSE-009,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-009-031,CSE-009,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-009-032,CSE-009,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-009-033,CSE-009,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-009-034,CSE-009,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-009-035,CSE-009,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-009-036,CSE-009,Core Banking Switch,LOW,Payment Processing Engine,Production,ACTIVE
AST-CSE-009-037,CSE-009,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-009-038,CSE-009,Web Application Server,LOW,Customer Portal,Production,ACTIVE
AST-CSE-009-039,CSE-009,Domain Controller (AD),MEDIUM,Identity and Access Management,DR,ACTIVE
AST-CSE-009-040,CSE-009,NextGen Firewall,MEDIUM,Perimeter Defense,Staging,ACTIVE
AST-CSE-009-041,CSE-009,SIEM Collector Node,MEDIUM,Telemetry Aggregation,DR,ACTIVE
AST-CSE-009-042,CSE-009,NextGen Firewall,MEDIUM,Perimeter Defense,DR,ACTIVE
AST-CSE-009-043,CSE-009,Relational Database Server,MEDIUM,Transactional Database,Staging,ACTIVE
AST-CSE-009-044,CSE-009,NextGen Firewall,LOW,Perimeter Defense,Staging,ACTIVE
AST-CSE-009-045,CSE-009,Relational Database Server,LOW,Transactional Database,Production,ACTIVE
AST-CSE-009-046,CSE-009,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-009-047,CSE-009,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-009-048,CSE-009,Core Banking Switch,LOW,Payment Processing Engine,Staging,ACTIVE
AST-CSE-009-049,CSE-009,OT Engineering Workstation,MEDIUM,Substation Automation,DR,ACTIVE
AST-CSE-009-050,CSE-009,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-009-051,CSE-009,SIEM Collector Node,MEDIUM,Telemetry Aggregation,DR,ACTIVE
AST-CSE-009-052,CSE-009,SIEM Collector Node,LOW,Telemetry Aggregation,DR,ACTIVE
AST-CSE-009-053,CSE-009,OT Engineering Workstation,MEDIUM,Substation Automation,DR,ACTIVE
AST-CSE-009-054,CSE-009,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-009-055,CSE-009,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-010-001,CSE-010,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-010-002,CSE-010,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-010-003,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-004,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-005,CSE-010,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-006,CSE-010,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-010-007,CSE-010,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-008,CSE-010,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-009,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-010,CSE-010,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-010-011,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-012,CSE-010,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-013,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-014,CSE-010,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-010-015,CSE-010,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-016,CSE-010,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-017,CSE-010,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-010-018,CSE-010,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-010-019,CSE-010,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-010-020,CSE-010,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-010-021,CSE-010,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-022,CSE-010,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-010-023,CSE-010,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-010-024,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-025,CSE-010,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-010-026,CSE-010,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-010-027,CSE-010,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-028,CSE-010,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-010-029,CSE-010,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-010-030,CSE-010,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-031,CSE-010,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-010-032,CSE-010,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-010-033,CSE-010,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-010-034,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-035,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-036,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-037,CSE-010,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-010-038,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-039,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-040,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-041,CSE-010,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-010-042,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-043,CSE-010,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-010-044,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-045,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-046,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-047,CSE-010,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-048,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-049,CSE-010,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-050,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-051,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-052,CSE-010,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-010-053,CSE-010,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-010-054,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-055,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-056,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-057,CSE-010,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-010-058,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-059,CSE-010,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-060,CSE-010,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-010-061,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-062,CSE-010,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-010-063,CSE-010,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-010-064,CSE-010,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-010-065,CSE-010,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-066,CSE-010,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-010-067,CSE-010,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-010-068,CSE-010,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-010-069,CSE-010,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-010-070,CSE-010,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-010-071,CSE-010,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-072,CSE-010,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-010-073,CSE-010,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-010-074,CSE-010,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-010-075,CSE-010,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-010-076,CSE-010,SIEM Collector Node,LOW,Telemetry Aggregation,Production,ACTIVE
AST-CSE-010-077,CSE-010,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-010-078,CSE-010,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-010-079,CSE-010,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-010-080,CSE-010,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-081,CSE-010,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-010-082,CSE-010,Relational Database Server,MEDIUM,Transactional Database,Staging,ACTIVE
AST-CSE-010-083,CSE-010,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-084,CSE-010,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-085,CSE-010,Domain Controller (AD),MEDIUM,Identity and Access Management,Production,ACTIVE
AST-CSE-010-086,CSE-010,Core Banking Switch,LOW,Payment Processing Engine,Staging,ACTIVE
AST-CSE-010-087,CSE-010,Relational Database Server,MEDIUM,Transactional Database,DR,ACTIVE
AST-CSE-010-088,CSE-010,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-010-089,CSE-010,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-010-090,CSE-010,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-010-091,CSE-010,Core Banking Switch,LOW,Payment Processing Engine,Staging,ACTIVE
AST-CSE-010-092,CSE-010,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-010-093,CSE-010,SIEM Collector Node,LOW,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-010-094,CSE-010,Core Banking Switch,LOW,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-095,CSE-010,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-010-096,CSE-010,NextGen Firewall,LOW,Perimeter Defense,DR,ACTIVE
AST-CSE-010-097,CSE-010,Web Application Server,LOW,Customer Portal,Staging,ACTIVE
AST-CSE-010-098,CSE-010,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-010-099,CSE-010,Web Application Server,MEDIUM,Customer Portal,Production,ACTIVE
AST-CSE-010-100,CSE-010,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-101,CSE-010,Core Banking Switch,LOW,Payment Processing Engine,DR,ACTIVE
AST-CSE-010-102,CSE-010,Relational Database Server,MEDIUM,Transactional Database,Staging,ACTIVE
AST-CSE-010-103,CSE-010,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-010-104,CSE-010,Domain Controller (AD),LOW,Identity and Access Management,Production,ACTIVE
AST-CSE-010-105,CSE-010,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-010-106,CSE-010,NextGen Firewall,MEDIUM,Perimeter Defense,Staging,ACTIVE
AST-CSE-010-107,CSE-010,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-001,CSE-011,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-002,CSE-011,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-011-003,CSE-011,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-011-004,CSE-011,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-005,CSE-011,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-011-006,CSE-011,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-007,CSE-011,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-011-008,CSE-011,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-011-009,CSE-011,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-011-010,CSE-011,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-011-011,CSE-011,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-011-012,CSE-011,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-011-013,CSE-011,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-014,CSE-011,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-011-015,CSE-011,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-016,CSE-011,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-017,CSE-011,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-018,CSE-011,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-011-019,CSE-011,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-011-020,CSE-011,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-011-021,CSE-011,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-011-022,CSE-011,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-023,CSE-011,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-011-024,CSE-011,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-025,CSE-011,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-011-026,CSE-011,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-027,CSE-011,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-011-028,CSE-011,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-011-029,CSE-011,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-011-030,CSE-011,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-011-031,CSE-011,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-011-032,CSE-011,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-033,CSE-011,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-011-034,CSE-011,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-035,CSE-011,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-011-036,CSE-011,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-037,CSE-011,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-011-038,CSE-011,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-011-039,CSE-011,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-040,CSE-011,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-011-041,CSE-011,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-042,CSE-011,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-011-043,CSE-011,Web Application Server,MEDIUM,Customer Portal,DR,ACTIVE
AST-CSE-011-044,CSE-011,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-011-045,CSE-011,SIEM Collector Node,LOW,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-011-046,CSE-011,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-011-047,CSE-011,SIEM Collector Node,MEDIUM,Telemetry Aggregation,DR,ACTIVE
AST-CSE-011-048,CSE-011,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-011-049,CSE-011,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-011-050,CSE-011,Core Banking Switch,LOW,Payment Processing Engine,Staging,ACTIVE
AST-CSE-011-051,CSE-011,NextGen Firewall,MEDIUM,Perimeter Defense,Staging,ACTIVE
AST-CSE-011-052,CSE-011,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-011-053,CSE-011,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-011-054,CSE-011,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-011-055,CSE-011,Domain Controller (AD),LOW,Identity and Access Management,DR,ACTIVE
AST-CSE-011-056,CSE-011,Web Application Server,LOW,Customer Portal,Production,ACTIVE
AST-CSE-011-057,CSE-011,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-011-058,CSE-011,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-011-059,CSE-011,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Production,ACTIVE
AST-CSE-011-060,CSE-011,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-011-061,CSE-011,Relational Database Server,LOW,Transactional Database,Production,ACTIVE
AST-CSE-011-062,CSE-011,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-012-001,CSE-012,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-002,CSE-012,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-012-003,CSE-012,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-004,CSE-012,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-012-005,CSE-012,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-006,CSE-012,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-012-007,CSE-012,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-008,CSE-012,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-012-009,CSE-012,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-010,CSE-012,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-011,CSE-012,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-012-012,CSE-012,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-012-013,CSE-012,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-014,CSE-012,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-012-015,CSE-012,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-012-016,CSE-012,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-012-017,CSE-012,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-012-018,CSE-012,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-019,CSE-012,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-020,CSE-012,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-012-021,CSE-012,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-012-022,CSE-012,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-012-023,CSE-012,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-012-024,CSE-012,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-025,CSE-012,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-012-026,CSE-012,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-027,CSE-012,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-012-028,CSE-012,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-012-029,CSE-012,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-012-030,CSE-012,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-012-031,CSE-012,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-032,CSE-012,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-012-033,CSE-012,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-012-034,CSE-012,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-035,CSE-012,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-012-036,CSE-012,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-037,CSE-012,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-038,CSE-012,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-012-039,CSE-012,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-012-040,CSE-012,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-012-041,CSE-012,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-012-042,CSE-012,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-043,CSE-012,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-012-044,CSE-012,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-012-045,CSE-012,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-046,CSE-012,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-012-047,CSE-012,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-048,CSE-012,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-049,CSE-012,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-050,CSE-012,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-012-051,CSE-012,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-012-052,CSE-012,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-012-053,CSE-012,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-012-054,CSE-012,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-055,CSE-012,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-056,CSE-012,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-012-057,CSE-012,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-012-058,CSE-012,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-012-059,CSE-012,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-012-060,CSE-012,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-012-061,CSE-012,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
